,dt,assetclass,c1,c2,trade_id,notional_currency_1
202,2018-08-13 13:34:14.730845,IR,Keith Booth,Alisha King,4ae4e8a4-ac87-4490-97a6-99cca0c8c2ca,USD
203,2018-08-13 13:34:14.730845,IR,Shelly Gonzales,Andrew Rivers,f9b2778b-d7c7-454e-a348-5c707d747c91,USD
204,2018-08-13 13:34:14.730845,IR,Jason Castaneda,Shawn Torres,ea022fab-5efb-48f1-b66c-2b985b3700c7,USD
205,2018-08-13 13:34:14.730845,FX,Miguel Murphy,Michael Mills,296a0125-97a2-4550-b184-682778751655,EUR
206,2018-08-13 13:34:14.730845,FX,Adam Fields,Teresa Wright,6632e331-19e2-4281-a65c-01ef5b379437,EUR
207,2018-08-13 13:34:14.730845,EQ,Tiffany Harris,Todd Coffey,636c0f72-3b7d-4785-a77e-1348a53f0ddf,USD
208,2018-08-13 13:34:14.730845,EQ,Amanda Vasquez,Sarah White,313ecc2c-1b04-4900-8efe-95fae3fd777d,USD
209,2018-08-13 13:34:14.730845,EQ,Chelsea Floyd,Sandra Thompson,776f6851-c8a9-434e-9e7d-69be9be11d13,EUR
210,2018-08-13 13:34:14.730845,EQ,Stephen Ellis,Brittany Santos,531b7165-c4d6-492b-8675-24dad49feb80,EUR
211,2018-08-13 13:34:14.730845,IR,John Webster,Michael Lowe,ed6e8958-14c5-41a3-a88d-fb90c5f385f6,USD
212,2018-08-13 13:34:14.730845,FX,Brian Thompson,Andre Benson,1b7fe7c9-13fe-4cc7-8e6f-09f4b430074f,EUR
213,2018-08-13 13:34:14.730845,EQ,Warren Mclaughlin,Benjamin Smith,576c4846-b7bd-4280-8912-af87f9afcc66,USD
214,2018-08-13 13:34:14.730845,EQ,Bryan Smith,Misty Lopez,67816e72-abb1-4f73-a682-d65ba19779d0,USD
215,2018-08-13 13:34:14.730845,EQ,Margaret Peterson,Joshua Saunders,2e7c9250-b1ef-465c-a899-064fbbea5eaf,USD
216,2018-08-13 13:34:14.730845,IR,Andrew Russell,Colton Zimmerman,e17de321-3503-42c6-afa0-09983b69ec0a,GBP
217,2018-08-13 13:34:14.730845,EQ,Ethan Coleman,Renee Rodriguez,f5d8e4a4-f803-4720-97cd-8852de4ca1f5,USD
218,2018-08-13 13:34:14.730845,EQ,Anita Davidson,Michael Duncan,8469df1f-6cb9-4078-bfdb-1f7a7a45dfb7,USD
219,2018-08-13 13:34:14.730845,FX,Mark Jimenez,Megan Church,a52ec10e-7a8c-4b1f-a955-8d43b0f41fa5,EUR
220,2018-08-13 13:34:14.730845,EQ,Justin Morris,Kelly Perkins,e6dec2e6-d0e7-4da7-b8e1-523fa7e876b5,EUR
221,2018-08-13 13:34:14.730845,IR,Julie Hall,Justin Stanley DDS,7310b0aa-dcc1-41af-841a-3ec232a90adb,USD
222,2018-08-13 13:34:14.730845,CM,Mr. Cristian Jenkins DDS,Mrs. Amy Rodriguez,fa91815f-ac44-40ff-b21b-b6219adb1934,EUR
223,2018-08-13 13:34:14.730845,FX,Amanda Evans,Jason Braun,54b5cfc2-f93f-4de7-b5d2-6f6d25b505fd,EUR
224,2018-08-13 13:34:14.730845,IR,Michael Vargas,Thomas Barnes,cb7c1e49-9d01-4e2f-8bc0-773e0a44b27e,USD
225,2018-08-13 13:34:14.730845,IR,Steve Cortez,John Moran,d4963927-fe5a-4577-82db-cbf06835d6c1,USD
226,2018-08-13 13:34:14.730845,EQ,Lisa Riley,Samuel Koch,642a52be-8032-4c9a-bb51-b53d31fbb263,EUR
227,2018-08-13 13:34:14.730845,EQ,Teresa Richardson,Charles Murphy,4ac00325-f471-41fc-9348-a578db1128c0,USD
228,2018-08-13 13:34:14.730845,EQ,Cheryl White,Jason Martinez,dd36b027-dd75-45a7-8ed8-45799c15c323,EUR
229,2018-08-13 13:34:14.730845,IR,David Mitchell,Juan Poole,70b5ea8c-f2b9-4ae3-9fd4-e44cc36e17f9,EUR
230,2018-08-13 13:34:14.730845,IR,Joanna Wilkins,Erin Castillo,68c613b3-6a36-41c6-9836-2e6d2b58d8be,EUR
231,2018-08-13 13:34:14.730845,CM,Kaitlyn Dougherty,Kathryn Shea,7429e298-63ca-49e4-beaf-08fc012ffd2b,EUR
232,2018-08-13 13:34:14.730845,FX,James Turner,Pedro Mcpherson,81091d2e-2302-486f-8dad-db7f85351d09,USD
233,2018-08-13 13:34:14.730845,EQ,William Mccormick,Sarah White,31ef115d-4df8-4d9a-92f7-497850aca056,EUR
234,2018-08-13 13:34:14.730845,EQ,Michael Stewart,Robert Vaughn,03912c8c-1fc0-43eb-bf12-b1855d08ee3f,USD
235,2018-08-13 13:34:14.730845,CM,Nancy Thomas MD,Erin Rodriguez,0ff31489-84d2-4e06-95f8-0b9957611894,USD
236,2018-08-13 13:34:14.730845,IR,Joshua Johnson,Darrell Russell,6a6ba6e3-5bb1-411b-8155-ba3cd2b610b7,EUR
237,2018-08-13 13:34:14.730845,EQ,Emily Smith,Amber Juarez,ce014100-8850-4d10-ba49-e1116e5a1784,GBP
238,2018-08-13 13:34:14.730845,EQ,Stephanie Martin,Alex Perez,1bb3fbc8-9408-4efe-b881-b223cad7991c,GBP
239,2018-08-13 13:34:14.730845,EQ,Kathryn Hernandez,Stephanie Martinez,19fe5490-9b33-4378-aa04-83e9716ba29a,EUR
240,2018-08-13 13:34:14.730845,EQ,Dr. Norma Barrera DVM,Elizabeth Mcintyre,e698e30e-4c8e-42ed-a35f-bab4b692cad6,USD
241,2018-08-13 13:34:14.730845,IR,Joseph Williams,Erica Mendoza,33faf8d9-caa7-461d-a8de-294a2ce07091,EUR
242,2018-08-13 13:34:14.730845,IR,Megan Church,Tim Perez,9eae98a3-4221-44fb-87f8-0f57d1df7c5b,EUR
243,2018-08-13 13:34:14.730845,IR,Shannon Mitchell,Shawn Cole,9b24905c-1ca8-475b-b9c9-b9c8cfa58c77,USD
244,2018-08-13 13:34:14.730845,EQ,Kaitlyn Dougherty,Tammy Klein,515879f4-5f85-45f8-8d30-fe8e8952d542,USD
245,2018-08-13 13:34:14.730845,IR,Sergio Green,Charles Murphy,c2e6332b-1468-458c-be8f-674ee78f3414,USD
246,2018-08-13 13:34:14.730845,EQ,Angela Ortiz,Erik Carlson,8b34a67e-2102-4673-9398-d7c42da745c4,USD
247,2018-08-13 13:34:14.730845,IR,Deanna Henry,Andre Benson,f563b7de-e01c-42ce-b994-0faac46e8605,USD
248,2018-08-13 13:34:14.730845,EQ,Michael Diaz,Richard Jenkins,58a65afe-4864-4363-9e2a-ff780b0d9b76,USD
249,2018-08-13 13:34:14.730845,EQ,Brianna Nelson,Robert Davis,1d759936-1be9-4964-aac8-9e0a3d236f68,EUR
250,2018-08-13 13:34:14.730845,EQ,Robert Hubbard,Sarah Myers,61211a00-a998-4bad-bfa7-1a1a0d00352c,USD
251,2018-08-13 13:34:14.730845,EQ,Heidi Watson,Brenda Wade,14b320cd-0c21-4083-a250-f338ce9a3ff6,USD
252,2018-08-13 13:34:14.730845,FX,Manuel Pena,Sarah Moss,9ef904d0-13cd-49b2-b3dc-b7d67a7a9118,USD
253,2018-08-13 13:34:14.730845,IR,Lindsey Montgomery,Jeffrey Roy,6d3ae79a-2e8e-4ccd-accd-4de9f072218b,USD
254,2018-08-13 13:34:14.730845,FX,David Martinez,David Collins,3e9d84fa-8166-40a7-94eb-d7e630ad0182,USD
255,2018-08-13 13:34:14.730845,CM,Katherine Franklin,Marie Mercado,9d03af99-854f-4335-bab1-aa170b5966bc,EUR
256,2018-08-13 13:34:14.730845,IR,Jason Jackson,Michael Torres,c1d656c5-2dac-4188-91a1-78a24291c385,EUR
257,2018-08-13 13:34:14.730845,IR,Christine Soto,Julie Adams,7369b7b8-b3cd-4d12-bc07-e8eb3d328849,USD
258,2018-08-13 13:34:14.730845,FX,Ryan Gillespie,Matthew Wright,acfa0f26-3d21-4100-be70-2627740312ba,EUR
259,2018-08-13 13:34:14.730845,IR,Anna Peterson,Charles Freeman PhD,ead1b6ea-2c69-43e3-af2d-66fa9f6fce99,USD
260,2018-08-13 13:34:14.730845,EQ,Danielle Burton,Linda Dalton,ff70c07b-2c9b-476d-8eee-50e21abc4d76,GBP
261,2018-08-13 13:34:14.730845,FX,Corey Moon,Catherine Smith,3830d011-ea8a-4ee0-81bf-539eca7cf186,GBP
262,2018-08-13 13:34:14.730845,IR,Megan Gordon,Joshua Schwartz,7594bb41-2884-4cd5-b595-130a21c5c8a5,EUR
263,2018-08-13 13:34:14.730845,IR,Kathleen Torres,Jaime Johnson,241bb6ba-92fa-4f43-9a69-122553170de2,EUR
264,2018-08-13 13:34:14.730845,EQ,Jane White,Jasmine Baker,a744f719-935f-4bd2-a50d-053aa3330255,USD
265,2018-08-13 13:34:14.730845,FX,David Mitchell,Erika Young,b1a14765-d67f-48e3-a337-b8ceaccfdead,EUR
266,2018-08-13 13:34:14.730845,IR,Jessica Snyder,Andrea Wright,1606e6e4-f6a2-4108-9018-c12a9fce1229,EUR
267,2018-08-13 13:34:14.730845,EQ,Darrell Russell,Courtney Huynh,c7a2eac5-8f4c-4a08-b8c3-56673f81be9e,EUR
268,2018-08-13 13:34:14.730845,EQ,Christina Guerrero,Benjamin Decker,d2d32182-ac5e-4ac1-b5ce-afb748b2f43d,USD
269,2018-08-13 13:34:14.730845,CM,Erin Moore,Dominic Mcdaniel,d459c8c0-7242-44a9-a87c-febe9e922fbf,EUR
270,2018-08-13 13:34:14.730845,EQ,Virginia Davis,Roy Ramirez,cfbc2bd5-2977-437c-831e-d662ec639356,USD
271,2018-08-13 13:34:14.730845,EQ,Katherine Gordon,Daniel Carroll,7dfcfec2-04b1-4675-be44-7e6f37542c22,EUR
272,2018-08-13 13:34:14.730845,EQ,Christopher Powell,Charles Freeman PhD,5fbe3f5a-dfe3-4619-ad34-e283cf5860a3,USD
273,2018-08-13 13:34:14.730845,EQ,William Walker,Louis Palmer,d4751c49-4ffe-4912-9ee1-77968d255b91,GBP
274,2018-08-13 13:34:14.730845,IR,Andrea Hatfield,Benjamin King,8c713336-bd19-47a1-8bd3-d54c8ec25ff3,EUR
275,2018-08-13 13:34:14.730845,EQ,Sarah Jones,Christopher Young,b0ec0c02-6e34-4674-8b2f-96f3c97522a0,EUR
276,2018-08-13 13:34:14.730845,IR,Katie Lang,James Harris,24f709d1-2cba-49a8-bf49-4b2ee4250525,EUR
277,2018-08-13 13:34:14.730845,IR,Anne Ward,Carla Moreno,652078cf-b30b-4924-bfe7-2703d144b3bb,GBP
278,2018-08-13 13:34:14.730845,FX,Vincent Lopez,Austin Garcia,d09c6f3a-2d46-413c-8285-725dcf74b89b,USD
279,2018-08-13 13:34:14.730845,IR,Aaron Adams,Jerry Pope,25bbf383-faf0-4dba-b7fe-8fce6fbb2263,GBP
280,2018-08-13 13:34:14.730845,EQ,Yolanda Lucas,Jon Woods,de25a46e-e9e9-42de-95ba-ff5ab4f78459,EUR
281,2018-08-13 13:34:14.730845,FX,Robert Carroll,Eric Marquez,0bd1cb3c-1ce8-45c0-ba11-9b1b0f11d6a7,EUR
282,2018-08-13 13:34:14.730845,EQ,David Casey,Scott Reed,aa03f8db-30e0-4c00-99cd-3f33c188c4fc,USD
283,2018-08-13 13:34:14.730845,EQ,Austin Lane,Caroline Cox,ea8ba661-bff1-45ab-ad53-00e956f6fc30,USD
284,2018-08-13 13:34:14.730845,IR,Laura Gomez,Melissa Smith,599e2b9f-b5dd-4d53-909c-6897669d6392,USD
285,2018-08-13 13:34:14.730845,CM,Joseph Williams,Aaron Schaefer,078ba323-4155-4dbe-85c5-c14f23c09b78,EUR
286,2018-08-13 13:34:14.730845,FX,Peter Rogers,Caroline Henson,4b6ed239-a200-4693-b76a-2576155c7ef9,USD
287,2018-08-13 13:34:14.730845,EQ,Kyle Frederick,Michael Wallace,1172ae85-00ac-46b0-a99d-d5ad0584537f,USD
288,2018-08-13 13:34:14.730845,IR,Ryan Campos,Michele Sanchez,54274983-43e0-4a2d-b4aa-7675d63e8f9e,USD
289,2018-08-13 13:34:14.730845,IR,Rodney Maddox,Colleen Riddle,b5bf6ea3-9cbb-4a4d-88ba-074d729cd4ec,USD
290,2018-08-13 13:34:14.730845,EQ,Jonathan Williams,Edwin King,ab6c26cd-4f02-4c83-a29b-3b0868a877bf,USD
291,2018-08-13 13:34:14.730845,EQ,Jessica Waller,Samantha Ross,ccac5b5e-d9f6-4f13-b39e-2730fb7cca58,EUR
292,2018-08-13 13:34:14.730845,FX,Veronica Johnson,James Allen,2521f9ac-dcad-4eab-9152-2a5a7494278f,USD
293,2018-08-13 13:34:14.730845,EQ,Virginia Johnson,Tamara White,98590931-7de5-4ac1-b7cb-0060355745e2,EUR
294,2018-08-13 13:34:14.730845,EQ,Jackson Yu,Robert Stephens,83c81ee1-adbf-48c4-a3c8-ed6c4bfa8836,USD
295,2018-08-13 13:34:14.730845,FX,Joseph Patton,Johnny Marshall,62ba2859-4b8f-4808-9c2b-434c93140940,EUR
296,2018-08-13 13:34:14.730845,FX,Michael Diaz,Matthew Garcia,d2bd469e-e656-4ca2-a55e-7d6166e08ed3,GBP
297,2018-08-13 13:34:14.730845,IR,Tammy Smith,Ashley White,bfbe0dee-e1e7-479e-92cc-f56c50161e65,USD
298,2018-08-13 13:34:14.730845,EQ,Benjamin Duran,Leslie Ali,1762d622-77d7-4686-860b-f038fa451c1e,EUR
299,2018-08-13 13:34:14.730845,IR,Timothy Wade,Adam Foster,e36eef6e-f696-47e4-93d3-3eba0cfac39a,EUR
300,2018-08-13 13:34:14.730845,IR,Hayden Salazar,Anthony Castaneda,63d5c1f3-e7c8-48fe-84e7-3b66adf91d15,EUR
301,2018-08-13 13:34:14.730845,IR,Jessica Rogers,Christopher Robinson,1c0d8d79-7350-4505-ac8d-d4b176b93e64,EUR
302,2018-08-13 13:34:14.730845,FX,Gregory Jacobson,James Armstrong,600aae57-3c55-4bbb-b62d-2a1c836a6744,GBP
303,2018-08-13 13:34:14.730845,FX,Bryan Johnson,Jason Mcclure,23994ffe-59cd-43d6-b16b-af359ae5d08d,USD
304,2018-08-13 13:34:14.730845,EQ,Brendan Smith,Mark Brown,ed4b3545-9db0-4aa2-99e6-e3ebe30857bc,USD
305,2018-08-13 13:34:14.730845,IR,Jesse Bowers,Darrell Russell,9106947e-0c72-4681-a354-e8fdaa2e5141,EUR
306,2018-08-13 13:34:14.730845,EQ,Allen Miller,Kimberly Pace,0f3a8488-6a0b-4ea5-a4e2-e91eb4ad4f2d,EUR
307,2018-08-13 13:34:14.730845,CM,Stephanie Key,Gene Williams,4300ec3a-27e3-4d85-a751-7f9ca2902b7d,USD
308,2018-08-13 13:34:14.730845,EQ,Sarah Poole,Kathryn Cole,5a1ac665-7755-4e9d-9784-3624f7d10d68,USD
309,2018-08-13 13:34:14.730845,EQ,Brenda Boyd,Daniel Sims,98b8a2ab-4db9-424c-abe0-f533d56ba5a5,EUR
310,2018-08-13 13:34:14.730845,EQ,Katie Lang,Teresa Davidson,89431a08-0d73-4cfe-b72c-a40434a00c9e,EUR
311,2018-08-13 13:34:14.730845,IR,Angela Kennedy,William Mccormick,421c0e47-6b80-49f8-9c46-faa77dc596f8,EUR
312,2018-08-13 13:34:14.730845,FX,Brendan Smith,James Ramos,cbc01170-6dcb-4f97-8d0e-67a4445b8ebb,USD
313,2018-08-13 13:34:14.730845,FX,Mark Washington,Angela Grant,81db6658-3af8-4b1d-a54f-4159a1db5ebe,USD
314,2018-08-13 13:34:14.730845,EQ,Edwin Macias,Crystal Webb,d1fef417-6831-4ace-90a6-fd1791559bf2,EUR
315,2018-08-13 13:34:14.730845,IR,Ms. Nicole Horton,Laura Everett,5daa837b-80a8-440b-9944-0e64c715c9f3,EUR
316,2018-08-13 13:34:14.730845,IR,Amy Ellison,William Green,e760b1f1-ef36-4715-89cf-b97abc899add,EUR
317,2018-08-13 13:34:14.730845,IR,Mary Hill,Antonio Hayes,c8aceb40-09a6-4cd1-948f-aaa22c792121,EUR
318,2018-08-13 13:34:14.730845,FX,Kelsey Mills,Zachary White,f23dc042-8664-4998-8ecd-b30bf59dd991,EUR
319,2018-08-13 13:34:14.730845,EQ,Meagan Morrison,Adam Moreno,cc213639-862e-4d91-b826-7b0e27adbab1,USD
320,2018-08-13 13:34:14.730845,IR,Jennifer Hale,Erin Moore,c8894ab3-f8dc-4a2b-8b9c-8f0012666ba0,GBP
321,2018-08-13 13:34:14.730845,EQ,Anna Carlson,Travis Hall,217e60fc-b058-494c-943a-6c7fd5d19b18,USD
322,2018-08-13 13:34:14.730845,CM,Victor Green,Allison Gonzalez,148df96a-5431-480a-a6c5-62ac8ae821fe,EUR
323,2018-08-13 13:34:14.730845,FX,Jacqueline Harrell,Andrew Henry,0917c72f-3fc9-42b5-98ff-34504eb72b72,GBP
324,2018-08-13 13:34:14.730845,FX,Annette Price,Courtney Huynh,c0444f05-f3a1-4577-924f-3d304c79f631,GBP
325,2018-08-13 13:34:14.730845,EQ,Morgan Martinez,Michelle Baird,4c7dcc0d-9fb4-435e-aad0-6f6cec7c2a71,USD
326,2018-08-13 13:34:14.730845,EQ,Jennifer Gillespie,Dennis Hughes,c37495d8-fa61-4e2d-99ed-78a88dcf2c67,USD
327,2018-08-13 13:34:14.730845,IR,Phyllis Lopez,Jordan Miller,84163f0d-e415-497b-ace3-c8cc6549a55b,GBP
328,2018-08-13 13:34:14.730845,FX,Theresa Jenkins,Jessica Jordan,58ccbcce-57a1-4b86-8107-500babf007d4,USD
329,2018-08-13 13:34:14.730845,EQ,Paul Padilla,Alexis Simon,98016009-fbda-49c8-b9d5-1ba008603571,USD
330,2018-08-13 13:34:14.730845,CM,Kenneth Cox,Janice Coleman,4ba4b908-4e9d-47c4-9c36-79c3c9920a88,USD
331,2018-08-13 13:34:14.730845,IR,Cody Pierce,Cindy Hughes,8348b0b8-c53a-4c4a-a270-1b3223ddff6e,EUR
332,2018-08-13 13:34:14.730845,FX,Jason Miller,Alexis Bentley,99b38af0-324a-4a8c-8794-776d5c4769ad,USD
333,2018-08-13 13:34:14.730845,EQ,Jessica Perez DVM,Kari Lee,ba7d117d-a8fc-4fec-9d9c-422c71a21a7c,EUR
334,2018-08-13 13:34:14.730845,EQ,Johnathan Smith,Tammy Mitchell,dd157c9f-9c08-49dd-a914-e0d426172bc6,USD
335,2018-08-13 13:34:14.730845,EQ,Christine Smith,Samantha Rice,aaa9993a-88b5-42c8-afc7-3db0a5edbec5,EUR
336,2018-08-13 13:34:14.730845,IR,John Taylor,Bryan Gray,66dacf2b-b8d9-4a2e-b693-594f66bbaf8f,USD
337,2018-08-13 13:34:14.730845,CM,Thomas Franklin,Joanna Anderson,40be85c7-aa32-45bb-b4f1-d4b427addeef,USD
338,2018-08-13 13:34:14.730845,IR,Nathan Wilson,Brian Lindsey,289dcfe2-ad88-454d-96c7-f7b0a543de2c,EUR
339,2018-08-13 13:34:14.730845,IR,Jason Flores,Marie Robbins,f96ae6bf-79c2-43dc-ba29-21d710c717ba,EUR
340,2018-08-13 13:34:14.730845,IR,Greg Allen,Keith Booth,9f0dda9a-e333-43af-969d-05d3aeab5a25,EUR
341,2018-08-13 13:34:14.730845,EQ,Theresa Jenkins,John Harper,e9219422-5b17-4387-b220-96965f3ef599,EUR
342,2018-08-13 13:34:14.730845,FX,Maurice Stephenson,Michael Nelson,9b518344-0b49-40b8-8a2c-289188827bf1,EUR
343,2018-08-13 13:34:14.730845,FX,Sarah Hunter,Kristen Mckinney,3fc58077-6306-4b4d-aa54-df91cfbfb09f,EUR
344,2018-08-13 13:34:14.730845,EQ,Jennifer White,Christopher Robinson,69f2df9c-c0d0-4819-9b8b-6a3b06694def,EUR
345,2018-08-13 13:34:14.730845,EQ,Kaitlin Johnson,Mark Adams,328b638c-24b2-40f8-938e-98991856c02a,EUR
346,2018-08-13 13:34:14.730845,IR,Sara Cox,Michelle Mills MD,bdde7930-199d-4d4f-a617-32471a511964,EUR
347,2018-08-13 13:34:14.730845,EQ,Lindsey Marquez,Laurie Hodges,401f8c42-c058-48a4-bbb1-32729b7d446d,EUR
348,2018-08-13 13:34:14.730845,EQ,Matthew Bowers,Holly Parks,134bcfd0-9eff-4eac-a0f0-5214a07c4119,EUR
349,2018-08-13 13:34:14.730845,IR,Mark Murphy,Aaron Schaefer,5b525052-ffe4-4102-bf1f-e2396e81f289,EUR
350,2018-08-13 13:34:14.730845,EQ,Crystal Williams,John White,4d612758-9870-4cb2-9611-d9782eeff467,EUR
351,2018-08-13 13:34:14.730845,IR,Stacey Myers,Rebecca Yang,ea73cba1-6813-45f4-b1aa-fa3d2dc91678,USD
352,2018-08-13 13:34:14.730845,IR,Ana Blair,Eric Green,5684b837-64ee-4462-9daa-21f2231c0e40,EUR
353,2018-08-13 13:34:14.730845,CM,Keith Brandt,Benjamin Duran,a7afb41a-0880-4723-b372-d5d48d27c287,GBP
354,2018-08-13 13:34:14.730845,FX,Miguel Murphy,Heather Young,beb24374-6e21-478a-9346-37e09a990346,EUR
355,2018-08-13 13:34:14.730845,FX,Marissa Martin,Christopher Maxwell,440bf9ea-097a-4d19-93c2-1cf24bf2c326,USD
356,2018-08-13 13:34:14.730845,FX,Ashley Adams,Shirley Gamble,00d021cb-3430-49a2-95ef-053406b2efb9,EUR
357,2018-08-13 13:34:14.730845,EQ,Jillian Taylor,Antonio Smith,fa7252a7-d2c7-44ff-8281-75aea3870b6d,USD
358,2018-08-13 13:34:14.730845,EQ,Diana Pierce,Steven Waters,71ec06d0-21b5-4688-8cde-0bec1b58eab7,EUR
359,2018-08-13 13:34:14.730845,EQ,Matthew Myers,Kenneth Cox,9a25684b-b620-40a5-8801-30259a3974a1,EUR
360,2018-08-13 13:34:14.730845,FX,Janice Lopez,Matthew Sanders,9e8add6e-e78a-4252-b278-2ee5e14bce11,USD
361,2018-08-13 13:34:14.730845,FX,Michael Ingram,Samuel Collins,2fe0b152-d63a-43ae-a479-a164de3a18b7,USD
362,2018-08-13 13:34:14.730845,CM,Tyler Lee,David Love,c4d386a1-2fad-46d9-81ed-3f2cab133620,USD
363,2018-08-13 13:34:14.730845,EQ,Richard Elliott,Nathan Thomas,11a96b69-1898-49e3-918c-b963214b8d88,USD
364,2018-08-13 13:34:14.730845,CM,Nathan Walker,Dominic Mcdaniel,41495265-a8dc-4d9c-b614-9f9658f1fbd0,GBP
365,2018-08-13 13:34:14.730845,EQ,Carol Gonzalez,Bryan Jackson,9b37b795-c074-471e-b10e-ef90d374b9e6,EUR
366,2018-08-13 13:34:14.730845,IR,Ethan Coleman,Kenneth Erickson,81701cb4-a1c7-4d55-b5bf-8e9264364b4c,EUR
367,2018-08-13 13:34:14.730845,EQ,Amber Juarez,Johnny Rodriguez,f0588268-bc00-4406-b960-f320c54aba2c,USD
368,2018-08-13 13:34:14.730845,FX,Michael Briggs,Jocelyn Hill,28189e97-9b71-4852-9d1a-4c42a3a3aa8d,GBP
369,2018-08-13 13:34:14.730845,IR,Emily Smith,Ronald Hall,6578c6b8-7277-4916-afc8-b1283075b53d,EUR
370,2018-08-13 13:34:14.730845,FX,Amanda Robles,Anne Rivera,f3c95734-b7fc-4394-876b-c6321f815f89,USD
371,2018-08-13 13:34:14.730845,IR,Amber Thornton,Scott Reed,ea84427d-47ea-4795-bc4f-41b69528a591,USD
372,2018-08-13 13:34:14.730845,EQ,Sarah Poole,Jessica Livingston,187d69d5-c81c-4c89-b423-d9e19bcd90f0,USD
373,2018-08-13 13:34:14.730845,FX,Trevor Haynes,Donald Jackson,4ee0e904-60bd-4e8c-955c-b34d19509a9a,EUR
374,2018-08-13 13:34:14.730845,EQ,Ruth Peterson,Holly Beck,306167ef-e69e-4a76-989a-9fd845569c11,EUR
375,2018-08-13 13:34:14.730845,EQ,Lisa Hill,Kristy Fisher,bbb641df-da72-43cb-a9e7-447455f8f0e6,GBP
376,2018-08-13 13:34:14.730845,EQ,Gerald Phillips,Henry Rodriguez,0234c845-e714-40ce-9af5-cf44b3ac3cae,GBP
377,2018-08-13 13:34:14.730845,EQ,Andrew Richard,Jeremy Parker,29d3595a-01ef-41e9-a2e2-d4eb939850e9,USD
378,2018-08-13 13:34:14.730845,EQ,Megan Joseph,Brian Allen,c7c0b6b4-6e69-4070-b6d7-3bf0279ea5fb,USD
379,2018-08-13 13:34:14.730845,IR,Kimberly Craig,Joseph Carr,6937707e-cda0-40ee-a9c7-f85a6a9f0180,EUR
380,2018-08-13 13:34:14.730845,IR,Michele Rogers,Ronald Schaefer,8bd10349-f8ad-4052-bab0-90ff13660cc4,USD
381,2018-08-13 13:34:14.730845,EQ,Jacqueline Tran,Michael Jacobs,d6eb3d04-0348-4a06-b60d-cacac580d04d,GBP
382,2018-08-13 13:34:14.730845,IR,Abigail Banks,Donna Lane,39d8de7e-f99a-4d93-aec7-4b3704d4bdc0,USD
383,2018-08-13 13:34:14.730845,EQ,Pamela Phillips,Matthew Martinez,ed399143-d9fe-46f8-bfca-9aea46d7da61,USD
384,2018-08-13 13:34:14.730845,FX,Jacob Carpenter,Jeff Taylor,fb6300ec-b5a8-414d-a47b-972207711ff1,EUR
385,2018-08-13 13:34:14.730845,IR,Jacqueline Wright,Kerry Stephens,026f2d6e-a166-4db3-9e70-31f4406b1fec,USD
386,2018-08-13 13:34:14.730845,FX,Megan Church,Karen Barnes,249ca700-4b3a-48d1-91be-fc60fd1e0753,USD
387,2018-08-13 13:34:14.730845,IR,David Caldwell,Dr. Kevin Jimenez DVM,effb232e-5929-4d12-9c92-bf3de6b2dce1,EUR
388,2018-08-13 13:34:14.730845,EQ,Linda Butler,Whitney James,df6756af-be68-436a-8e49-50e89e9c86f4,EUR
389,2018-08-13 13:34:14.730845,EQ,Matthew Fox,Sara Mora,e82c3652-2a2a-4199-aa64-1f3e5c295fdc,EUR
390,2018-08-13 13:34:14.730845,IR,Jasmine Curtis,Bridget Evans,1510229b-db57-4f32-84c3-6380b3472214,USD
391,2018-08-13 13:34:14.730845,FX,Manuel Conrad,William Hammond,fec5b070-73f5-41ed-90f1-a91d59872eb2,GBP
392,2018-08-13 13:34:14.730845,IR,Charles Freeman PhD,David Hernandez,3033db9e-83b2-427f-9001-d3e145e317da,EUR
393,2018-08-13 13:34:14.730845,IR,Jonathan Mcintosh,Philip Payne,be5adc0c-328e-42fc-863d-ab5ba0490e41,EUR
394,2018-08-13 13:34:14.730845,IR,Jean Johnson,Sean Lowe,b8121c32-507f-456b-8ba1-cb96b3788691,EUR
395,2018-08-13 13:34:14.730845,FX,Patrick Moyer,Madison Brennan DVM,77ec7d14-27c1-4151-a5a1-404c257c14c3,EUR
396,2018-08-13 13:34:14.730845,FX,Karen Cole,Kelsey Mills,f1adfb13-04f7-4277-ab2c-0571b5996d63,USD
397,2018-08-13 13:34:14.730845,EQ,Christian Howard,Nicole Byrd,21ca66f4-485d-4481-b882-2960c8add3ca,EUR
398,2018-08-13 13:34:14.730845,IR,Steven Clark,Michele Rogers,01effdc6-3d79-4af4-937e-deb4a52fc75c,EUR
399,2018-08-13 13:34:14.730845,IR,Mathew Collins,Timothy Sims,2c7faafb-df8c-4018-999d-b0978277e167,USD
400,2018-08-13 13:34:14.730845,FX,Allen Hancock,Lindsey Wright,36f9bc3b-89c6-4f0a-b5d5-6c600978c344,USD
401,2018-08-13 13:34:14.730845,EQ,Shawn Robinson,Elizabeth Montgomery,4a3b4e94-a984-465a-bbe3-43e3aa47c4ad,USD
402,2018-08-13 13:34:14.730845,CM,John Peters,Paul Harris,625b3897-95c1-48f9-b506-a3a1431267b2,EUR
403,2018-08-13 13:34:14.730845,FX,Jasmine Ortiz,Michael Phillips,e70a707a-910a-4c22-ade0-b969a03b4909,EUR
404,2018-08-13 13:34:14.730845,CM,John Taylor,James Willis,a018a414-01cc-4e8e-ad89-123a27885584,USD
